Bazunu,G,ManCity,55,0055,,0,0,0,0,,,,0,0
Amankwah,D,ManCity,57,0057,,0,0,0,0,,,,0,0
ThomasScott,G,ManCity,58,0058,,0,0,0,0,,,,0,0
Ogunby,M,ManCity,59,0059,,0,0,0,0,,,,0,0
F.Dele-Bashiru,M,ManCity,60,0060,,0,0,0,0,,,,0,0
Ogbeta,D,ManCity,62,0062,,0,0,0,0,,,,0,0
Simmonds,F,ManCity,63,0063,,0,0,0,0,,,,0,0
McDonald,M,ManCity,64,0064,,0,0,0,0,,,,0,0
I.Pozo,M,ManCity,66,0066,,0,0,0,0,,,,0,0
Doyle,M,ManCity,69,0069,,0,0,0,0,,,,0,0
Moulden,G,ManCity,70,0070,,0,0,0,0,,,,0,0
L.Fiorini,M,ManCity,71,0071,,0,0,0,0,,,,0,0
Rogers,M,ManCity,72,0072,,0,0,0,0,,,,0,0
Braaf,F,ManCity,73,0073,,0,0,0,0,,,,0,0
S.Robinson,D,ManCity,77,0077,,0,0,0,0,,,,0,0
Harwood-Bellis,D,ManCity,78,0078,,0,0,0,0,,,,0,0
Palmer,M,ManCity,80,0080,,0,0,0,0,,,,0,0
Bernabe,M,ManCity,82,0082,,0,0,0,0,,,,0,0
Slicker,G,ManCity,84,0084,,0,0,0,0,,,,0,0
Trafford,G,ManCity,85,0085,,0,0,0,0,,,,0,0
McAtee,M,ManCity,87,0087,,0,0,0,0,,,,0,0
Dionkou,D,ManCity,88,0088,,0,0,0,0,,,,0,0
Burns,D,ManCity,94,0094,,0,0,0,0,,,,0,0
Knight,M,ManCity,96,0096,,0,0,0,0,,,,0,0
Alisson,G,Liverpool,1,0101,,0,0,0,1,JUV,,,0,0
Clyne,D,Liverpool,2,0102,,0,0,0,0,,,,0,0
Fabinho,M,Liverpool,3,0103,,0,0,0,0,,,,0,0
Virgil,D,Liverpool,4,0104,NLP,10,3,0,1,NLP,,,0,0
Wijnaldum,M,Liverpool,5,0105,JUV,12,1,2,1,JUV,,,0,0
Lovren,D,Liverpool,6,0106,,0,0,0,0,,,,0,0
Milner,M,Liverpool,7,0107,WTF,10,0,1,1,WTF,,,0,0
Keita,M,Liverpool,8,0108,LIN,10,1,0,1,LIN,,,0,0
Firmino,F,Liverpool,9,0109,NLP,41,2,1,1,NLP,,,0,0
Mane,F,Liverpool,10,0110,JIU,113,7,4,1,JIU,,,0,0
Salah,F,Liverpool,11,0111,MCG,33,12,2,1,MCG,,,0,0
J.Gomez,D,Liverpool,12,0112,,0,0,0,0,,,,0,0
Adrian,G,Liverpool,13,0113,,0,0,0,0,,,,0,0
J.Henderson,M,Liverpool,14,0114,,0,0,0,0,,,,0,0
Oxlade-Chamberlain,M,Liverpool,15,0115,NLP,10,1,3,1,NLP,,,0,0
Minamino,F,Liverpool,18,0118,ESP,10,0,0,1,ESP,,,0,0
Lallana,M,Liverpool,20,0120,,0,0,0,0,,,,0,0
Lonergan,G,Liverpool,22,0122,,0,0,0,0,,,,0,0
Shaqiri,M,Liverpool,23,0123,,0,0,0,1,WTF,,,0,0
Robertson,D,Liverpool,26,0126,,0,0,0,0,,,,0,0
Origi,F,Liverpool,27,0127,,0,0,0,1,LEI,,,0,0
Matip,D,Liverpool,32,0132,,0,0,0,1,JUV,,,0,0
Varesanovic,M,Liverpool,45,0145,,0,0,0,0,,,,0,0
AdamLewis,D,Liverpool,46,0146,,0,0,0,0,,,,0,0
C.Jones,M,Liverpool,48,0148,,0,0,0,0,,,,0,0
Hoever,D,Liverpool,51,0151,,0,0,0,0,,,,0,0
Atherton,G,Liverpool,52,0152,,0,0,0,0,,,,0,0
Gallacher,D,Liverpool,54,0154,,0,0,0,0,,,,0,0
Christie-Davies,M,Liverpool,57,0157,,0,0,0,0,,,,0,0
Kelleher,G,Liverpool,62,0162,,0,0,0,0,,,,0,0
Winterbottom,G,Liverpool,63,0163,,0,0,0,0,,,,0,0
Clayton,D,Liverpool,65,0165,,0,0,0,0,,,,0,0
Alexander-Arnold,D,Liverpool,66,0166,NLP,31,3,0,1,NLP,,,0,0
Elliott,M,Liverpool,67,0167,NLP,10,0,0,1,NLP,,,0,0
Chirivella,M,Liverpool,68,0168,,0,0,0,0,,,,0,0
Dixon-Bonner,M,Liverpool,69,0169,,0,0,0,0,,,,0,0
Larouci,D,Liverpool,70,0170,,0,0,0,0,,,,0,0
Berg,D,Liverpool,72,0172,,0,0,0,0,,,,0,0
L.Longstaff,M,Liverpool,75,0175,,0,0,0,0,,,,0,0
Boyes,D,Liverpool,77,0177,,0,0,0,0,,,,0,0
N.Williams,D,Liverpool,76,0178,,0,0,0,0,,,,0,0
Cain,M,Liverpool,80,0180,,0,0,0,0,,,,0,0
Bearne,M,Liverpool,81,0181,,0,0,0,0,,,,0,0
Walls,D,Liverpool,83,0183,,0,0,0,0,,,,0,0
Clarkson,M,Liverpool,84,0184,,0,0,0,0,,,,0,0
Savage,D,Liverpool,85,0185,,0,0,0,0,,,,0,0
Beck,D,Liverpool,88,0188,,0,0,0,0,,,,0,0
Koumetio,D,Liverpool,89,0189,,0,0,0,0,,,,0,0
Morton,M,Liverpool,92,0192,,0,0,0,0,,,,0,0
Norris,D,Liverpool,93,0193,,0,0,0,0,,,,0,0
Quansah,D,Liverpool,94,0194,,0,0,0,0,,,,0,0
Stewart,F,Liverpool,97,0197,,0,0,0,0,,,,0,0
Hill,M,Liverpool,99,0199,,0,0,0,0,,,,0,0
Arrizabalaga,G,Chelsea,1,0201,,0,0,0,0,,,,0,0
Rudiger,D,Chelsea,2,0202,,0,0,0,0,,,,0,0
Alonso,D,Chelsea,3,0203,TMM,10,4,0,1,TMM,,,0,0
Christensen,D,Chelsea,4,0204,,0,0,0,0,,,,0,0
Jorginho,M,Chelsea,5,0205,,0,1,0,2,NLP,MCG,,0,0
Kante,M,Chelsea,7,0207,WTF,10,0,3,1,WTF,,,0,0
Barkley,M,Chelsea,8,0208,ESP,10,1,0,1,ESP,,,0,0
T.Abraham,F,Chelsea,9,0209,CPU,35,3,6,1,CPU,,,0,0
Willian,M,Chelsea,10,0210,MCG,10,6,2,1,MCG,,,0,0
Pedro,M,Chelsea,11,0211,WTF,12,1,0,1,WTF,,,0,0
Loftus-Cheek,M,Chelsea,12,0212,,0,0,0,1,NLP,,,0,0
Caballero,G,Chelsea,13,0213,,0,0,0,0,,,,0,0
Zouma,D,Chelsea,15,0215,,0,0,0,1,MCG,,,0,0
Kovacic,M,Chelsea,17,0217,,0,0,0,0,,,,0,0
Giroud,F,Chelsea,18,0218,TFE,10,2,2,1,TFE,,,0,0
Mount,M,Chelsea,19,0219,WTF,12,3,0,1,WTF,,,0,0
Odoi,M,Chelsea,20,0220,,0,0,0,1,IMA,,,0,0
Pulisic,M,Chelsea,22,0222,NLP,33,9,0,2,MCG,NLP,,0,0
Batshuayi,F,Chelsea,23,0223,,0,0,0,0,,,,0,0
R.James,D,Chelsea,24,0224,,0,0,0,0,,,,0,0
Azpilicueta,D,Chelsea,28,0228,,0,0,0,0,,,,0,0
Tomori,D,Chelsea,29,0229,,0,0,0,0,,,,0,0
Cumming,G,Chelsea,31,0231,,0,0,0,0,,,,0,0
Palmieri,D,Chelsea,33,0233,,0,0,0,0,,,,0,0
Ziger,G,Chelsea,40,0240,,0,0,0,0,,,,0,0
McEachran,M,Chelsea,45,0245,,0,0,0,0,,,,0,0
Uwakwe,M,Chelsea,46,0246,,0,0,0,0,,,,0,0
Gilmour,M,Chelsea,47,0247,,0,0,0,0,,,,0,0
Lamptey,D,Brighton,,0248,,0,0,0,0,,,,0,0
Lavinier,D,Chelsea,49,0249,,0,0,0,0,,,,0,0
Tie,G,Chelsea,50,0250,,0,0,0,0,,,,0,0
Russell,M,Chelsea,52,0252,,0,0,0,0,,,,0,0
Wakely,D,Chelsea,53,0253,,0,0,0,0,,,,0,0
J.Aina,D,Chelsea,54,0254,,0,0,0,0,,,,0,0
Anjorin,M,Chelsea,55,0255,,0,0,0,0,,,,0,0
Ballo,M,Chelsea,56,0256,,0,0,0,0,,,,0,0
Broja,F,Chelsea,57,0257,,0,0,0,0,,,,0,0
J.Clark,D,Chelsea,58,0258,,0,0,0,0,,,,0,0
Elimby,D,Chelsea,59,0259,,0,0,0,0,,,,0,0
Askew,G,Chelsea,60,0260,,0,0,0,0,,,,0,0
Lawrence,M,Chelsea,61,0261,,0,0,0,0,,,,0,0
M.Lewis,M,Chelsea,62,0262,,0,0,0,0,,,,0,0
Maatsen,D,Chelsea,63,0263,,0,0,0,0,,,,0,0
McClelland,D,Chelsea,64,0264,,0,0,0,0,,,,0,0
Nunn,F,Chelsea,65,0265,,0,0,0,0,,,,0,0
Simeu,D,Chelsea,66,0266,,0,0,0,0,,,,0,0
Colwill,D,Chelsea,67,0267,,0,0,0,0,,,,0,0
Simons,M,Chelsea,68,0268,,0,0,0,0,,,,0,0
Wady,G,Chelsea,70,0270,,0,0,0,0,,,,0,0
Bergstrom,G,Chelsea,71,0271,,0,0,0,0,,,,0,0
Livramento,D,Chelsea,72,0272,,0,0,0,0,,,,0,0
Lloris,G,Tottenham,1,0301,,0,0,0,0,,,,0,0
Rose,D,Newcastle,28,0303,,0,0,0,0,,,,0,0
Alderweireld,D,Tottenham,4,0304,,0,0,0,0,,,,0,0
Vertonghen,D,Tottenham,5,0305,,0,1,0,1,ESP,,,0,0
D.Sanchez,D,Tottenham,6,0306,,0,0,0,0,,,,0,0
Son,F,Tottenham,7,0307,JUV,10,5,3,2,HSV,JUV,,0,0
Winks,M,Tottenham,8,0308,,0,0,0,0,,,,0,0
HarryKane,F,Tottenham,10,0310,LYF,123,11,1,1,LYF,,,0,0
Lamela,M,Tottenham,11,0311,TFE,10,0,1,2,LIN,TFE,,0,0
Wanyama,M,Tottenham,12,0312,,0,0,0,0,,,,0,0
Vorm,G,Tottenham,13,0313,,0,0,0,0,,,,0,0
Dier,M,Tottenham,15,0315,,0,0,0,0,,,,0,0
Walker-Peters,D,Southampton,24,0316,,0,0,0,0,,,,0,0
Sissoko,M,Tottenham,17,0317,,0,0,0,0,,,,0,0
Celso,M,Tottenham,18,0318,,0,0,0,0,,,,0,0
Sessegnon,M,Tottenham,19,0319,,0,0,0,0,,,,0,0
Alli,M,Tottenham,20,0320,VIK,131,4,1,1,VIK,,,0,0
Foyth,D,Tottenham,21,0321,,0,0,0,0,,,,0,0
Gazzaniga,G,Tottenham,22,0322,,0,0,0,0,,,,0,0
Eriksen,M,Internazionale,24,0323,MCG,31,1,0,1,MCG,,,0,0
Aurier,D,Tottenham,24,0324,,0,0,0,0,,,,0,0
Moura,M,Tottenham,27,0327,LYF,23,2,1,1,LYF,,,0,0
NDombele,M,Tottenham,28,0328,,0,0,0,0,,,,0,0
Skipp,M,Tottenham,29,0329,,0,0,0,0,,,,0,0
GedsonFernandes,M,Tottenham,30,0330,,0,0,0,0,,,,0,0
B.Davies,D,Tottenham,33,0333,,0,0,0,0,,,,0,0
Tanganga,D,Tottenham,39,0339,,0,0,0,0,,,,0,0
Whiteman,G,Tottenham,41,0341,,0,0,0,0,,,,0,0
Bowden,M,Tottenham,44,0344,,0,0,0,0,,,,0,0
Dinzeyi,D,Tottenham,48,0348,,0,0,0,0,,,,0,0
Austin,G,Tottenham,49,0349,,0,0,0,0,,,,0,0
Parrott,F,Tottenham,52,0352,,0,0,0,0,,,,0,0
White,M,Tottenham,53,0353,,0,0,0,0,,,,0,0
Bie,G,Tottenham,55,0355,,0,0,0,0,,,,0,0
T.Hinds,D,Tottenham,57,0357,,0,0,0,0,,,,0,0
Lyons-Foster,D,Tottenham,58,0358,,0,0,0,0,,,,0,0
Maghoma,M,Tottenham,59,0359,,0,0,0,0,,,,0,0
Markanday,F,Tottenham,60,0360,,0,0,0,0,,,,0,0
Patterson,M,Tottenham,61,0361,,0,0,0,0,,,,0,0
Shashoua,M,Tottenham,62,0362,,0,0,0,0,,,,0,0
J.Bennett,F,Tottenham,63,0363,,0,0,0,0,,,,0,0
M.Walcott,D,Tottenham,64,0364,,0,0,0,0,,,,0,0
Binks,D,Tottenham,65,0365,,0,0,0,0,,,,0,0
Richards,F,Tottenham,66,0366,,0,0,0,0,,,,0,0
R.Clarke,M,Tottenham,67,0367,,0,0,0,0,,,,0,0
Thorpe,M,Tottenham,68,0368,,0,0,0,0,,,,0,0
Okedina,D,Tottenham,71,0371,,0,0,0,0,,,,0,0
Mukendi,F,Tottenham,72,0372,,0,0,0,0,,,,0,0
Oluwayemi,G,Tottenham,73,0373,,0,0,0,0,,,,0,0
Pochettino,F,Tottenham,74,0374,,0,0,0,0,,,,0,0
Statham,D,Tottenham,75,0375,,0,0,0,0,,,,0,0
Tainio,M,Tottenham,76,0376,,0,0,0,0,,,,0,0
Cirkin,D,Tottenham,77,0377,,0,0,0,0,,,,0,0
Etete,F,Tottenham,78,0378,,0,0,0,0,,,,0,0
Kurylowicz,G,Tottenham,79,0379,,0,0,0,0,,,,0,0
Pedder,M,Tottenham,80,0380,,0,0,0,0,,,,0,0
Lusala,D,Tottenham,83,0383,,0,0,0,0,,,,0,0
Asante,F,Tottenham,84,0384,,0,0,0,0,,,,0,0
Cesay,M,Tottenham,85,0385,,0,0,0,0,,,,0,0
Muir,D,Tottenham,86,0386,,0,0,0,0,,,,0,0
Robson,M,Tottenham,87,0387,,0,0,0,0,,,,0,0
Lo-Tutala,G,Tottenham,88,0388,,0,0,0,0,,,,0,0
Leno,G,Arsenal,1,0401,,0,1,0,1,LEI,,,0,0
Bellerin,D,Arsenal,2,0402,,0,0,0,0,,,,0,0
Tierney,D,Arsenal,3,0403,,0,0,0,0,,,,0,0
Papastathopoulos,D,Arsenal,5,0405,,0,0,0,0,,,,0,0
Ceballos,M,Arsenal,8,0408,,0,0,0,1,CPU,,,0,0
Lacazette,F,Arsenal,9,0409,ESP,13,2,4,2,LIN,ESP,,0,0
Ozil,M,Arsenal,10,0410,,0,0,0,0,,,,0,0
Torreira,M,Arsenal,11,0411,,0,0,0,0,,,,0,0
Aubameyang,F,Arsenal,14,0414,IMA,77,13,0,1,IMA,,,0,0
Maitland-Niles,M,Arsenal,15,0415,,0,0,0,0,,,,0,0
Holding,D,Arsenal,16,0416,,0,0,0,0,,,,0,0
Pepe,F,Arsenal,19,0419,LEI,21,1,2,1,LEI,,,0,0
Mustafi,D,Arsenal,20,0420,,0,0,0,0,,,,0,0
Chambers,D,Arsenal,21,0421,,0,0,0,0,,,,0,0
P.Mari,D,Arsenal,22,0422,,0,0,0,0,,,,0,0
DavidLuiz,D,Arsenal,23,0423,LEI,10,1,1,1,LEI,,,0,0
Nelson,F,Arsenal,24,0424,,0,0,0,0,,,,0,0
E.Martinez,G,Arsenal,26,0426,LEI,10,0,0,1,LEI,,,0,0
Willock,M,Arsenal,28,0428,,0,0,0,0,,,,0,0
Guendouzi,M,Arsenal,29,0429,,0,0,0,0,,,,0,0
Nketiah,F,Arsenal,30,0430,ESP,10,0,0,1,ESP,,,0,0
Kolasinac,D,Arsenal,31,0431,,0,0,0,0,,,,0,0
Macey,G,Arsenal,33,0433,,0,0,0,0,,,,0,0
Xhaka,M,Arsenal,34,0434,,0,0,0,0,,,,0,0
Martinelli,F,Arsenal,35,0435,,0,0,0,1,NLP,,,0,0
Ballard,D,Arsenal,37,0437,,0,0,0,0,,,,0,0
F.Balogun,F,Arsenal,38,0438,,0,0,0,0,,,,0,0
Bola,D,Arsenal,40,0440,,0,0,0,0,,,,0,0
Burton,M,Arsenal,41,0441,,0,0,0,0,,,,0,0
H.Clarke,D,Arsenal,42,0442,,0,0,0,0,,,,0,0
Coyle,F,Arsenal,43,0443,,0,0,0,0,,,,0,0
McEneff,F,Arsenal,47,0447,,0,0,0,0,,,,0,0
McGuinness,D,Arsenal,48,0448,,0,0,0,0,,,,0,0
Medley,D,Arsenal,49,0449,,0,0,0,0,,,,0,0
Olowu,D,Arsenal,53,0453,,0,0,0,0,,,,0,0
Omole,D,Arsenal,54,0454,,0,0,0,0,,,,0,0
M.Smith,M,Arsenal,57,0457,,0,0,0,0,,,,0,0
Swanson,D,Arsenal,59,0459,,0,0,0,0,,,,0,0
Tormey,M,Arsenal,61,0461,,0,0,0,0,,,,0,0
Hillson,G,Arsenal,63,0463,,0,0,0,0,,,,0,0
Cottrell,M,Arsenal,69,0469,,0,0,0,0,,,,0,0
S.Greenwood,F,Arsenal,72,0472,,0,0,0,0,,,,0,0
JoelLopez,D,Arsenal,74,0474,,0,0,0,0,,,,0,0
Okonkwo,G,Arsenal,76,0476,,0,0,0,0,,,,0,0
Saka,M,Arsenal,77,0477,NLP,10,0,1,1,NLP,,,0,0
M.Azeez,M,Arsenal,79,0479,,0,0,0,0,,,,0,0
Butler-Oyedeji,F,Arsenal,80,0480,,0,0,0,0,,,,0,0
Ogungbo,D,Arsenal,85,0485,,0,0,0,0,,,,0,0
Oyegoke,D,Arsenal,86,0486,,0,0,0,0,,,,0,0
Gea,G,ManUtd,1,0501,,0,0,0,0,,,,0,0
Lindelof,D,ManUtd,2,0502,,0,0,0,0,,,,0,0
Bailly,D,ManUtd,3,0503,,0,0,0,0,,,,0,0
P.Jones,D,ManUtd,4,0504,,0,0,0,0,,,,0,0
Maguire,D,ManUtd,5,0505,LYF,10,0,0,1,LYF,,,0,0
Pogba,M,ManUtd,6,0506,TMM,10,1,0,1,TMM,,,0,0
JuanMata,M,ManUtd,8,0508,,0,0,0,1,WTF,,,0,0
Martial,F,ManUtd,9,0509,ESP,11,8,2,2,JIU,ESP,,0,0
Rashford,F,ManUtd,10,0510,LIN,10,2,7,2,MCG,LIN,,0,0
Grant,G,ManUtd,13,0513,,0,0,0,0,,,,0,0
Lingard,M,ManUtd,14,0514,,0,0,0,0,,,,0,0
A.Pereira,M,ManUtd,15,0515,,0,0,0,0,,,,0,0
Rojo,D,ManUtd,16,0516,,0,0,0,0,,,,0,0
Fred,M,ManUtd,17,0517,,0,0,0,0,,,,0,0
Young,M,Internazionale,15,0518,,0,1,0,1,MCG,,,0,0
Dalot,D,ManUtd,20,0520,,0,0,0,0,,,,0,0
D.James,M,ManUtd,21,0521,,0,0,0,1,MCG,,,0,0
S.Romero,G,ManUtd,22,0522,,0,0,0,0,,,,0,0
Shaw,D,ManUtd,23,0523,,0,0,0,0,,,,0,0
Fosu-Mensah,D,ManUtd,24,0524,,0,0,0,0,,,,0,0
Ighalo,F,ManUtd,25,0525,,0,0,0,1,MCG,,,0,0
Greenwood,F,ManUtd,26,0526,XER,10,5,0,1,XER,,,0,0
AngelGomes,M,ManUtd,28,0528,,0,0,0,0,,,,0,0
Wan-Bissaka,D,ManUtd,29,0529,,0,0,0,0,,,,0,0
Bishop,G,ManUtd,30,0530,,0,0,0,0,,,,0,0
Matic,M,ManUtd,31,0531,,0,0,0,0,,,,0,0
Woolston,G,ManUtd,32,0532,,0,0,0,0,,,,0,0
Ercolani,D,ManUtd,33,0533,,0,0,0,0,,,,0,0
D.Mitchell,D,ManUtd,35,0535,,0,0,0,0,,,,0,0
Garner,M,ManUtd,37,0537,,0,0,0,0,,,,0,0
Tuanzebe,D,ManUtd,38,0538,,0,0,0,0,,,,0,0
McTominay,M,ManUtd,39,0539,JIU,10,0,0,1,JIU,,,0,0
Laird,D,ManUtd,41,0541,,0,0,0,0,,,,0,0
Chong,F,ManUtd,44,0544,,0,0,0,0,,,,0,0
Mejbri,M,ManUtd,46,0546,,0,0,0,0,,,,0,0
Puigmal,M,ManUtd,47,0547,,0,0,0,0,,,,0,0
Mellor,F,ManUtd,49,0549,,0,0,0,0,,,,0,0
Fojticek,G,ManUtd,50,0550,,0,0,0,0,,,,0,0
Kovar,G,ManUtd,51,0551,,0,0,0,0,,,,0,0
M.Taylor,D,ManUtd,52,0552,,0,0,0,0,,,,0,0
B.Williams,D,ManUtd,53,0553,,0,0,0,0,,,,0,0
Galbraith,M,ManUtd,54,0554,,0,0,0,0,,,,0,0
AliouTraore,M,ManUtd,57,0557,,0,0,0,0,,,,0,0
D.Bernard,D,ManUtd,58,0558,,0,0,0,0,,,,0,0
Ramazani,F,ManUtd,59,0559,,0,0,0,0,,,,0,0
McGhee,M,ManUtd,61,0561,,0,0,0,0,,,,0,0
Elanga,F,ManUtd,62,0562,,0,0,0,0,,,,0,0
Levitt,M,ManUtd,63,0563,,0,0,0,0,,,,0,0
Hoogewerf,F,ManUtd,65,0565,,0,0,0,0,,,,0,0
Mengi,D,ManUtd,71,0571,,0,0,0,0,,,,0,0
Helm,M,ManUtd,72,0572,,0,0,0,0,,,,0,0
McCann,M,ManUtd,74,0574,,0,0,0,0,,,,0,0
Devine,D,ManUtd,75,0575,,0,0,0,0,,,,0,0
Fish,D,ManUtd,77,0577,,0,0,0,0,,,,0,0
Sotona,F,ManUtd,86,0586,,0,0,0,0,,,,0,0
Doherty,D,Wolverhampton,2,0602,JIU,10,1,0,1,JIU,,,0,0
J.Vallejo,D,Granada,20,0604,,0,0,0,0,,,,0,0
Bennett,D,Leicester,,0605,,0,0,0,0,,,,0,0
Jordao,M,Wolverhampton,6,0606,,0,0,0,0,,,,0,0
P.Neto,M,Wolverhampton,7,0607,,0,0,0,0,,,,0,0
Neves,M,Wolverhampton,8,0608,,0,1,0,2,LEI,JIU,,0,0
Jimenez,F,Wolverhampton,9,0609,JUV,16,13,0,1,JUV,,,0,0
Cutrone,F,Fiorentina,63,0610,TFE,10,2,2,1,TFE,,,0,0
Patricio,G,Wolverhampton,11,0611,,0,0,0,0,,,,0,0
Boly,D,Wolverhampton,15,0615,,0,0,0,1,VIK,,,0,0
Coady,M,Wolverhampton,16,0616,,0,0,0,0,,,,0,0
Gibbs-White,M,Wolverhampton,17,0617,,0,0,0,0,,,,0,0
D.Jota,F,Wolverhampton,18,0618,NLP,10,2,2,2,ESP,NLP,,0,0
Jonny,D,Wolverhampton,19,0619,,0,0,0,0,,,,0,0
Ruddy,G,Wolverhampton,21,0621,,0,0,0,0,,,,0,0
Perry,M,Wolverhampton,26,0626,,0,0,0,0,,,,0,0
Saiss,M,Wolverhampton,27,0627,,0,0,0,0,,,,0,0
Moutinho,M,Wolverhampton,28,0628,,0,0,0,0,,,,0,0
Vinagre,D,Wolverhampton,29,0629,,0,0,0,0,,,,0,0
L.Campana,F,Wolverhampton,30,0630,,0,0,0,0,,,,0,0
Dendoncker,M,Wolverhampton,32,0632,CPU,10,1,0,1,CPU,,,0,0
AdamaTraore,F,Wolverhampton,37,0637,,0,0,1,1,NLP,,,0,0
T.Taylor,M,Wolverhampton,39,0639,,0,0,0,0,,,,0,0
Dadashov,F,Wolverhampton,40,0640,,0,0,0,0,,,,0,0
Ennis,F,Wolverhampton,45,0645,,0,0,0,0,,,,0,0
C.John,D,Wolverhampton,47,0647,,0,0,0,0,,,,0,0
Kilman,D,Wolverhampton,49,0649,,0,0,0,0,,,,0,0
Wan,M,Wolverhampton,50,0650,,0,0,0,0,,,,0,0
Hanne,M,Wolverhampton,51,0651,,0,0,0,0,,,,0,0
E.Francis,D,Wolverhampton,52,0652,,0,0,0,0,,,,0,0
Nya,D,Wolverhampton,53,0653,,0,0,0,0,,,,0,0
Otasowie,M,Wolverhampton,54,0654,,0,0,0,0,,,,0,0
Thompson,F,Wolverhampton,55,0655,,0,0,0,0,,,,0,0
Shabani,M,Wolverhampton,57,0657,,0,0,0,0,,,,0,0
Samuels,F,Wolverhampton,58,0658,,0,0,0,0,,,,0,0
Buur,D,Wolverhampton,59,0659,,0,0,0,0,,,,0,0
Dai,M,Wolverhampton,60,0660,,0,0,0,0,,,,0,0
Pardington,G,Wolverhampton,61,0661,,0,0,0,0,,,,0,0
Soendergaard,G,Wolverhampton,62,0662,,0,0,0,0,,,,0,0
Mayounga,D,Wolverhampton,63,0663,,0,0,0,0,,,,0,0
Abbey,M,Wolverhampton,64,0664,,0,0,0,0,,,,0,0
Agboola,M,Wolverhampton,65,0665,,0,0,0,0,,,,0,0
Cristovao,M,Wolverhampton,66,0666,,0,0,0,0,,,,0,0
J.Smith,G,Wolverhampton,67,0667,,0,0,0,0,,,,0,0
Cundle,M,Wolverhampton,68,0668,,0,0,0,0,,,,0,0
Parker,M,Wolverhampton,69,0669,,0,0,0,0,,,,0,0
Zhenyu,M,Wolverhampton,71,0671,,0,0,0,0,,,,0,0
Csoka,D,Wolverhampton,73,0673,,0,0,0,0,,,,0,0
Yang,M,Wolverhampton,74,0674,,0,0,0,0,,,,0,0
Marques,D,Wolverhampton,75,0675,,0,0,0,0,,,,0,0
L.Richards,D,Wolverhampton,76,0676,,0,0,0,0,,,,0,0
Campbell,M,Wolverhampton,77,0677,,0,0,0,0,,,,0,0
Kitolano,D,Wolverhampton,78,0678,,0,0,0,0,,,,0,0
Pickford,G,Everton,1,0701,HSV,10,1,0,1,HSV,,,0,0
Holgate,D,Everton,2,0702,,0,0,0,0,,,,0,0
Baines,D,Everton,3,0703,,0,0,0,0,,,,0,0
Keane,D,Everton,5,0705,NLP,10,1,0,1,NLP,,,0,0
Richarlison,F,Everton,7,0707,IMA,73,3,5,1,IMA,,,0,0
Delph,M,Everton,8,0708,,0,0,0,0,,,,0,0
Calvert-Lewin,F,Everton,9,0709,MCG,10,0,7,1,MCG,,,0,0
Sigurdsson,M,Everton,10,0710,ESP,43,2,0,1,ESP,,,0,0
Walcott,F,Everton,11,0711,,0,0,0,0,,,,0,0
Digne,D,Everton,12,0712,TFE,10,1,0,1,TFE,,,0,0
Y.Mina,D,Everton,13,0713,,0,0,0,0,,,,0,0
Tosun,F,CrystalPalace,20,0714,,0,0,0,0,,,,0,0
Iwobi,M,Everton,17,0717,,0,0,0,1,MCG,,,0,0
Schneiderlin,M,Everton,18,0718,,0,0,0,0,,,,0,0
Sidibe,D,Everton,19,0719,,0,0,0,0,,,,0,0
